CustomerID,State,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Tenure_Group,Revenue_Segment
7336-RLLRH,California,Oceanside,92054,Male,No,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,0,51,4732,Not Churned,2+ Years,Medium
7710-JSYOA,California,Pala,92059,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0,45,5205,Not Churned,2+ Years,High
9885-MFVSU,California,Poway,92064,Female,No,Yes,No,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,0,46,4577,Not Churned,2+ Years,Low
0607-MVMGC,California,Ranchita,92066,Male,No,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,0,63,2595,Not Churned,2+ Years,Medium
3365-SAIGS,California,Rancho Santa Fe,92067,Female,No,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,0,59,5564,Not Churned,1-2 Years,Medium
8022-BECSI,California,Santa Ysabel,92070,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,0,37,2203,Not Churned,1-2 Years,Low
9993-LHIEB,California,Solana Beach,92075,Male,No,Yes,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,0,59,4792,Not Churned,2+ Years,Medium
0266-CLZKZ,California,San Marcos,92078,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,59,6383,Not Churned,2+ Years,High
7020-OZKXZ,California,Vista,92084,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,0,30,3021,Not Churned,6-12 Months,Medium
3977-QCRSL,California,Warner Springs,92086,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,0,66,5020,Not Churned,0-6 Months,Low
0017-DINOC,California,Rancho Santa Fe,92091,Male,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,0,54,5435,Not Churned,2+ Years,Low
7639-OPLNG,California,San Diego,92107,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,0,27,5085,Not Churned,2+ Years,Medium
1492-QGCLU,California,San Diego,92109,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,0,36,5957,Not Churned,2+ Years,High
7328-OWMOM,California,San Diego,92111,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,0,30,3086,Not Churned,2+ Years,Low
4418-LZMSV,California,San Diego,92113,Male,No,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,0,47,4749,Not Churned,1-2 Years,Medium
5155-AZQPB,California,San Diego,92114,Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,0,74,5250,Not Churned,2+ Years,Low
1087-GRUYI,California,San Diego,92116,Male,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,No,0,65,3756,Not Churned,2+ Years,Low
2546-KZAAT,California,San Diego,92119,Male,No,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,0,59,5211,Not Churned,2+ Years,Medium
0181-RITDD,California,San Diego,92120,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,0,43,5298,Not Churned,2+ Years,High
5989-PGKJB,California,San Diego,92121,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,0,65,3511,Not Churned,1-2 Years,High
8272-ONJLV,California,San Diego,92123,Male,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184,No,0,41,5527,Not Churned,6-12 Months,High
1488-PBLJN,California,San Diego,92124,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,0,33,4055,Not Churned,2+ Years,High
0308-GIQJT,California,San Diego,92126,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,0,54,4921,Not Churned,2+ Years,High
3778-FOAQW,California,San Diego,92127,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,No,0,39,3573,Not Churned,1-2 Years,Low
4452-ROHMO,California,San Diego,92128,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,No,0,38,2722,Not Churned,1-2 Years,Low
3090-LETTY,California,San Diego,92130,Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,0,78,3172,Not Churned,0-6 Months,Medium
5349-AZPEW,California,San Diego,92131,Female,No,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,0,24,2071,Not Churned,0-6 Months,Low
9720-JJJOR,California,San Ysidro,92173,Male,No,Yes,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,0,50,4565,Not Churned,2+ Years,Medium
8100-HZZLJ,California,Indio,92201,Female,No,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,0,55,4205,Not Churned,2+ Years,Medium
8775-ERLNB,California,Indio,92203,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,No,0,47,2968,Not Churned,0-6 Months,Medium
8309-IEYJD,California,Indian Wells,92210,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0,25,2576,Not Churned,0-6 Months,Medium
7398-HPYZQ,California,Beaumont,92223,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404,No,0,23,5007,Not Churned,2+ Years,High
3546-GHEAE,California,Blythe,92225,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,165.35,No,0,42,2600,Not Churned,6-12 Months,Low
7361-YPXFS,California,Brawley,92227,Female,Yes,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,0,37,3820,Not Churned,2+ Years,Medium
6557-BZXLQ,California,Cabazon,92230,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,0,63,5610,Not Churned,1-2 Years,Medium
2550-QHZGP,California,Calexico,92231,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,No,0,71,4271,Not Churned,6-12 Months,Low
7519-JTWQH,California,Calipatria,92233,Female,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,0,33,4803,Not Churned,2+ Years,High
2538-OIMXF,California,Cathedral City,92234,Female,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,0,55,3065,Not Churned,0-6 Months,Low
8543-MSDMF,California,Coachella,92236,Male,No,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,0,24,5528,Not Churned,0-6 Months,Medium
1170-SASML,California,Desert Hot Springs,92240,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,0,62,5976,Not Churned,2+ Years,High
4872-JCVCA,California,Desert Hot Springs,92241,Female,No,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,0,22,4795,Not Churned,2+ Years,Low
5346-BZCHP,California,Earp,92242,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,No,0,57,6408,Not Churned,2+ Years,Low
2038-LLMLM,California,El Centro,92243,Female,No,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,0,78,4304,Not Churned,2+ Years,High
1216-BGTSP,California,Imperial,92251,Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,0,33,5093,Not Churned,2+ Years,High
4138-NAXED,California,Joshua Tree,92252,Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,0,34,4121,Not Churned,2+ Years,Medium
0744-BIKKF,California,Mecca,92254,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,0,67,4621,Not Churned,2+ Years,High
7483-IQWIB,California,Morongo Valley,92256,Male,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,No,0,42,3462,Not Churned,2+ Years,High
5248-KWLAR,California,Niland,92257,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,0,28,6483,Not Churned,2+ Years,High
7996-MHXLW,California,Ocotillo,92259,Female,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,No,0,61,6141,Not Churned,2+ Years,Low
7833-PKIHD,California,Palm Desert,92260,Male,No,Yes,No,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,0,52,6385,Not Churned,2+ Years,Medium
7061-OVMIM,California,Palm Springs,92262,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,No,0,50,5203,Not Churned,2+ Years,Low
5153-RTHKF,California,Palm Springs,92264,Female,No,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,0,78,3818,Not Churned,2+ Years,High
1852-QSWCD,California,Palo Verde,92266,Male,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,No,0,55,6281,Not Churned,2+ Years,Low
4832-VRBMR,California,Parker Dam,92267,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,0,51,6441,Not Churned,2+ Years,High
9079-LWTFD,California,Pioneertown,92268,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,0,27,2508,Not Churned,2+ Years,High
3392-EHMNK,California,Thermal,92274,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.1,6302.8,No,0,58,4803,Not Churned,2+ Years,High
5986-WWXDV,California,Salton City,92275,Male,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,No,0,68,2607,Not Churned,2+ Years,Low
3061-BCKYI,California,Thousand Palms,92276,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,283.75,No,0,34,3854,Not Churned,1-2 Years,Low
7901-TBKJX,California,Twentynine Palms,92278,Male,Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,5594,No,0,65,5514,Not Churned,2+ Years,High
7228-PAQPD,California,Vidal,92280,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,No,0,58,5718,Not Churned,1-2 Years,Medium
7746-QYVCO,California,White Water,92282,Male,No,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.8,No,0,55,2464,Not Churned,1-2 Years,Medium
5804-HYIEZ,California,Winterhaven,92283,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,0,30,4583,Not Churned,2+ Years,High
9919-FZDED,California,Yucca Valley,92284,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No,0,63,4671,Not Churned,2+ Years,High
5934-TSSAU,California,Landers,92285,Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,0,49,5903,Not Churned,1-2 Years,Medium
3486-KHMLI,California,Adelanto,92301,Male,No,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.7,467.15,No,0,54,5403,Not Churned,1-2 Years,Low
6784-XYJAE,California,Fort Irwin,92310,Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,No,0,25,4770,Not Churned,2+ Years,Medium
3933-DQPWX,California,Barstow,92311,Female,No,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,No,0,49,5174,Not Churned,2+ Years,Low
6661-EIPZC,California,Grand Terrace,92313,Female,No,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,No,0,36,3194,Not Churned,2+ Years,Low
8957-THMOA,California,Big Bear City,92314,Female,No,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,970.85,No,0,27,4263,Not Churned,2+ Years,Low
2251-PYLPB,California,Big Bear Lake,92315,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9,No,0,55,4766,Not Churned,2+ Years,Medium
5555-RNPGT,California,Bloomington,92316,Male,No,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9,No,0,36,5212,Not Churned,6-12 Months,Low
1057-FOGLZ,California,Calimesa,92320,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,391.7,No,0,20,4333,Not Churned,1-2 Years,Low
8087-LGYHQ,California,Crestline,92325,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No,0,42,3475,Not Churned,6-12 Months,High
4137-BTIKL,California,Daggett,92327,Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,No,0,60,4766,Not Churned,0-6 Months,High
2190-BCXEC,California,Death Valley,92328,Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,No,0,45,5257,Not Churned,2+ Years,Medium
6227-FBDXH,California,Essex,92332,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,No,0,56,4237,Not Churned,2+ Years,High
2911-WDXMV,California,Fontana,92335,Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No,0,37,5334,Not Churned,1-2 Years,Medium
7206-PQBBZ,California,Fontana,92336,Male,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,No,0,29,2848,Not Churned,6-12 Months,Medium
4547-FZJWE,California,Forest Falls,92339,Male,No,Yes,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157,No,0,77,5712,Not Churned,2+ Years,Medium
7422-WNBTY,California,Green Valley Lake,92341,Male,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092,No,0,40,3348,Not Churned,2+ Years,High
0842-IWYCP,California,Helendale,92342,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No,0,44,2626,Not Churned,2+ Years,Low
3521-HTQTV,California,Hesperia,92345,Male,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,No,0,46,2026,Not Churned,2+ Years,Low
3744-ZBHON,California,Highland,92346,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95,No,0,24,4369,Not Churned,0-6 Months,Low
3373-DIUUN,California,Hinkley,92347,Male,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,No,0,70,3047,Not Churned,2+ Years,Low
8383-SGHJU,California,Lake Arrowhead,92352,Female,No,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,No,0,38,2853,Not Churned,2+ Years,Medium
7607-QKKTJ,California,Loma Linda,92354,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,No,0,27,2719,Not Churned,2+ Years,High
7707-PYBBH,California,Lucerne Valley,92356,Male,No,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,0,52,2520,Not Churned,2+ Years,Medium
8984-HPEMB,California,Lytle Creek,92358,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,No,0,73,4296,Not Churned,2+ Years,High
4139-DETXS,California,Needles,92363,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528,No,0,45,5265,Not Churned,2+ Years,Medium
9779-DPNEJ,California,Nipton,92364,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,0,42,4732,Not Churned,1-2 Years,Medium
9805-FILKB,California,Newberry Springs,92365,Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,No,0,68,2325,Not Churned,2+ Years,Low
5793-YOLJN,California,Oro Grande,92368,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,No,0,24,5046,Not Churned,2+ Years,Low
0673-IGUQO,California,Phelan,92371,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,0,38,4845,Not Churned,0-6 Months,Low
4123-FCVCB,California,Pinon Hills,92372,Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,No,0,70,5942,Not Churned,6-12 Months,Medium
8819-IMISP,California,Redlands,92373,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,No,0,49,4684,Not Churned,2+ Years,Medium
8311-UEUAB,California,Rialto,92376,Female,No,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,No,0,69,5420,Not Churned,2+ Years,Medium
5858-EAFCZ,California,Rialto,92377,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No,0,74,3498,Not Churned,0-6 Months,Low
1163-ONYEY,California,Shoshone,92384,Male,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No,0,61,2748,Not Churned,2+ Years,Medium
5656-MJEFC,California,Victorville,92392,Male,No,Yes,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,0,25,2673,Not Churned,2+ Years,Low
6082-OQFBA,California,Victorville,92394,Male,No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,No,0,70,5460,Not Churned,1-2 Years,Low
8974-OVACP,California,Yermo,92398,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,0,31,3167,Not Churned,0-6 Months,Low
4010-YLMVT,California,Yucaipa,92399,Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,0,80,5056,Not Churned,2+ Years,High
1379-FRVEB,California,San Bernardino,92401,Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,0,48,4602,Not Churned,1-2 Years,High
8612-GXIDD,California,San Bernardino,92404,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313,No,0,71,2219,Not Churned,6-12 Months,Low
6288-CHQJB,California,San Bernardino,92405,Female,No,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,0,57,5077,Not Churned,2+ Years,Medium
8160-HOWOX,California,San Bernardino,92407,Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,0,43,4858,Not Churned,6-12 Months,Medium
6648-INWPS,California,San Bernardino,92410,Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,No,0,58,5271,Not Churned,1-2 Years,Low
4223-BKEOR,California,San Bernardino,92411,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,0,51,3302,Not Churned,1-2 Years,Medium
4079-VTGLK,California,Riverside,92501,Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,No,0,27,5610,Not Churned,2+ Years,Medium
1763-WQFUK,California,Riverside,92503,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,No,0,43,5258,Not Churned,0-6 Months,Medium
1391-UBDAR,California,Riverside,92504,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,No,0,71,3042,Not Churned,6-12 Months,Medium
8894-JVDCV,California,Riverside,92505,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No,0,43,6494,Not Churned,2+ Years,High
2023-VQFDL,California,Riverside,92506,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,No,0,39,5379,Not Churned,1-2 Years,Low
1345-GKDZZ,California,Riverside,92507,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,No,0,69,2309,Not Churned,0-6 Months,Low
2014-MKGMH,California,Riverside,92508,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,No,0,54,4883,Not Churned,2+ Years,High
5628-FCGYG,California,Riverside,92509,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No,0,69,4649,Not Churned,1-2 Years,High
2560-WBWXF,California,March Air Reserve Base,92518,Male,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No,0,70,5987,Not Churned,2+ Years,Low
0248-IPDFW,California,Lake Elsinore,92530,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,0,57,5617,Not Churned,0-6 Months,Low
7978-DKUQH,California,Lake Elsinore,92532,Female,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,No,0,35,4591,Not Churned,2+ Years,Medium
4335-UPJSI,California,Aguanga,92536,Female,No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,No,0,43,2639,Not Churned,1-2 Years,Low
1784-EZDKJ,California,Hemet,92544,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,No,0,33,4640,Not Churned,2+ Years,High
